iter	RMSE
616	2.303389544
617	2.302019238
618	2.301008267
619	2.300378552
620	2.299925325
621	2.29949067
622	2.299189024
623	2.298843905
624	2.297606199
625	2.296078205
626	2.295760885
627	2.294009532
628	2.293403296
629	2.292904749
630	2.292272543
631	2.291956762
632	2.290125574
633	2.289772938
634	2.288627238
635	2.287985597
636	2.287412436
637	2.286084944
638	2.285092358
639	2.283955089
640	2.283098623
641	2.282366203
642	2.281699908
643	2.280005852
644	2.278857901
645	2.278406721
646	2.27819472
647	2.27770767
648	2.277046131
649	2.276307214
650	2.275898143
651	2.274975467
652	2.273482476
653	2.272852469
654	2.271381959
655	2.270653721
656	2.268961488
657	2.268471227
658	2.267994698
659	2.267547784
660	2.266642937
661	2.266097575
662	2.264725152
663	2.264210063
664	2.263119717
665	2.261994873
666	2.261138938
667	2.260203094
668	2.259688775
669	2.258379463
670	2.256633254
671	2.255645652
672	2.255211384
673	2.254220326
674	2.252584738
675	2.252164294
676	2.251279757
677	2.250025513
678	2.248338425
679	2.2476934
680	2.2466565
681	2.245604958
682	2.245190767
683	2.244746784
684	2.242753122
685	2.242036924
686	2.241726172
687	2.241333583
688	2.240847442
689	2.239514565
690	2.238807776
691	2.238106566
692	2.237817855
693	2.23761682
694	2.236351227
695	2.235919003
696	2.234882283
697	2.23401276
698	2.233536154
699	2.231357754
700	2.23045559
701	2.229231839
702	2.227274263
703	2.226884672
704	2.22657327
705	2.225929951
706	2.224433017
707	2.223812143
708	2.223420553
709	2.22192244
710	2.221246025
711	2.22053955
712	2.219343743
713	2.218735367
714	2.21803166
715	2.217113932
716	2.216161083
717	2.215608369
718	2.215232862
719	2.214363179
720	2.213793636
721	2.213429393
722	2.212952333
723	2.211872354
724	2.210644308
725	2.210152198
726	2.20845013
727	2.207867039
728	2.20727526
729	2.206512759
730	2.204461705
731	2.204086118
732	2.203552535
733	2.202905034
734	2.202119675
735	2.201284787
736	2.199417047
737	2.198773334
738	2.198311655
739	2.197560659
740	2.196080996
741	2.195558029
742	2.19433209
743	2.193279872
744	2.19178815
745	2.191615929
746	2.190082621
747	2.189202537
748	2.188287109
749	2.187690514
750	2.187139026
751	2.186682661
752	2.186056367
753	2.185772587
754	2.184218949
755	2.18343624
756	2.18285301
757	2.182499657
758	2.181914917
759	2.180970191
760	2.180665184
761	2.179595185
762	2.178865248
763	2.177453831
764	2.176975878
765	2.175577078
766	2.174992617
767	2.17334988
768	2.172898125
769	2.172218771
770	2.170643417
771	2.169206637
772	2.168781419
773	2.167625621
774	2.166868924
775	2.166697884
776	2.166226925
777	2.165277458
778	2.164813746
779	2.163441756
780	2.162417903
781	2.161570354
782	2.160629651
783	2.158901719
784	2.158375659
785	2.157103022
786	2.156423028
787	2.156050882
788	2.155200378
789	2.153633732
790	2.153031888
791	2.15260382
792	2.151693412
793	2.150997132
794	2.150518268
795	2.149624303
796	2.149140636
797	2.147397703
798	2.146491751
799	2.144867654
800	2.144525865
801	2.143849201
802	2.143411169
803	2.142387485
804	2.141582062
805	2.141144407
806	2.140217684
807	2.139287235
808	2.138976694
809	2.137346895
810	2.136801111
811	2.135808333
812	2.135211273
813	2.134580121
814	2.133642196
815	2.132709001
816	2.132168117
817	2.131660908
818	2.13107375
819	2.130907003
820	2.130602293
821	2.129626526
822	2.129054372
823	2.128496418
824	2.127942046
825	2.127682523
826	2.127177716
827	2.125656603
828	2.123890991
829	2.123178511
830	2.122834695
831	2.121544301
832	2.119841239
833	2.118692375
834	2.118533663
835	2.118118219
836	2.117313721
837	2.115930086
838	2.115142379
839	2.114611766
840	2.11397717
841	2.113248014
842	2.112385612
843	2.111899133
844	2.111327315
845	2.110808846
846	2.110605065
847	2.109521863
848	2.109048133
849	2.108487658
850	2.108019078
851	2.107380408
852	2.106346973
853	2.105399467
854	2.104498262
855	2.10410034
856	2.10284888
857	2.10256771
858	2.101285485
859	2.100588438
860	2.099087865
861	2.098564231
862	2.096838923
863	2.095547774
864	2.094208097
865	2.093338717
866	2.092887799
867	2.092568689
868	2.092210754
869	2.091710271
870	2.091398446
871	2.090907789
872	2.090119639
873	2.088841812
874	2.088619457
875	2.087663273
876	2.086992985
877	2.086289389
878	2.085768859
879	2.085626158
880	2.08452966
881	2.08372699
882	2.082581953
883	2.082391999
884	2.081718105
885	2.080909561
886	2.080314655
887	2.078953965
888	2.078303305
889	2.078019471
890	2.077397406
891	2.076323085
892	2.075577662
893	2.074500001
894	2.07415364
895	2.072379285
896	2.071899549
897	2.071186649
898	2.070746387
899	2.070284082
900	2.069536793
901	2.068764987
902	2.068217164
903	2.06742595
904	2.06704957
905	2.066499148
906	2.066292468
907	2.065642843
908	2.065069225
909	2.064291967
910	2.064011965
911	2.063444389
912	2.062709998
913	2.062384823
914	2.061307356
915	2.060639391
916	2.060193519
917	2.059974211
918	2.058634677
919	2.057803831
920	2.056837513
921	2.056346118
922	2.055890433
923	2.055203918
924	2.054588811
925	2.05391963
926	2.053491018
927	2.052827425
928	2.052228869
929	2.05169082
930	2.051423595
931	2.051132943
932	2.050137916
933	2.048735174
934	2.047929393
935	2.046869809
936	2.046025219
937	2.045594585
938	2.045287968
939	2.04504082
940	2.043958628
941	2.04302539
942	2.042155535
943	2.041615565
944	2.041465558
945	2.040951458
946	2.040662512
947	2.039651567
948	2.039488385
949	2.039006741
950	2.038774097
951	2.038331096
952	2.037835244
953	2.037366216
954	2.03666016
955	2.035691421
956	2.035274103
957	2.034315212
958	2.03316749
959	2.032519905
960	2.032199465
961	2.031807074
962	2.031344665
963	2.030237848
964	2.029196587
965	2.028600421
966	2.028006257
967	2.027578773
968	2.026253653
969	2.02512566
970	2.024789537
971	2.023966426
972	2.023399119
973	2.023203384
974	2.022107062
975	2.021321523
976	2.020662734
977	2.020015757
978	2.019384587
979	2.018565706
980	2.01794275
981	2.016868234
982	2.015942946
983	2.015273524
984	2.014623729
985	2.013855187
986	2.013620655
987	2.01232951
988	2.011454288
989	2.010857421
990	2.01061324
991	2.009755099
992	2.008920374
993	2.008494611
994	2.008160465
995	2.00784687
996	2.006826582
997	2.006044026
998	2.004639762
999	2.00410442
